Home Movie Volume / Partition,"Scan Batch (A, B, or C)",Filenames,Format,Original Scan Resolution,Original Scan Copy #1 Location,Original Scan Copy #2 Location,Original Scan Copy #3 Location,Duration at 23.97 fps (most of this was shot at 16 or 18 FPS),Clips Identified,Motion Tracked,Stabilized,Color Corrected,CC Duration,Notes,Color Corrected Copy #1 Location,Color Corrected Copy #2 Location,2k Export Location,Topaz Enhanced Location,Years,People,Location,Title,Description,Chapters,Tech Notes,Summary,Tag: Ruth,Tag: Disney,Tag: SF,Tag: Needs Edit,Tag: Theme Park,Workflow State
TBD,Batch D,RLD-R02_FROS,8mm,4432x2800,TBD,TBD,TBD,TBD,,,,,,"Film was developed by Kodak in June of 1965, likely shot in spring of 1965",,,,,1965,"Ruth Hayward, James Hayward","Yosemite, California",Ruth and James Hayward at Yosemite Around 1965,,"00:01 James Hayward by a River in Yosemite Valley
00:08 Scenic Yosemite Valley
01:04 Ruth and James at Yosemite
01:25 Waterfalls at Yosemite
02:35 Ruth near the Top of Falls at Yosemite
02:40 Falls and White Water at Yosemite",Technical Notes: 8mm silent film at 16 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 James Hayward by a River in Yosemite Valley
00:08 Scenic Yosemite Valley
01:04 Ruth and James at Yosemite
01:25 Waterfalls at Yosemite
02:35 Ruth near the Top of Falls at Yosemite
02:40 Falls and White Water at Yosemite

People: Ruth Hayward, James Hayward

Years: 1965
Locations: Yosemite, California

Technical Notes: 8mm silent film at 16 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: RLD-R02_FROS",,,,,,
TBD,Batch D,SLD-01_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,"John Hayward Jr, Jonathan Hayward","San Diego Zoo, California",John Jr and Jonathan At Zoo - Maybe San Diego Zoo,,00:01 John Carries Jonathan in Backpack at Zoo - Perhaps San Diego Zoo,Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 John Carries Jonathan in Backpack at Zoo - Perhaps San Diego Zoo

People: John Hayward Jr, Jonathan Hayward

Years: 
Locations: San Diego Zoo, California

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-01_FROS",,,,,,Published2
TBD,Batch D,SLD-02_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,"Probably 1978, maybe 1979","John Hayward Jr, Linda Hayward, Jonathan Hayward, Matthew Hayward, Josephine Hayward","Disneyland California, Reed Ave Home, Macomb Illinois","Disneyland Matterhorn; John Jr, Family at Reed Ave. Pool; Christmas in Macomb, Illinois","Disneyland Matterhorn, Jonathan and Matthew Playing with Friends, John Jr, Linda, Jonathan, and Matthew Swimming in Reed Ave. Backyard Pool, Hayward Family Christmas in Macomb, Illinois","00:01 Disneyland Views of Matterhorn
00:14 Jonathan and Matthew with Unknown Kids
00:43 John Linda Jonathan and Matthew at Reed Ave Backyard Pool
02:35 Christmas in Macomb with Josephine John Jr Jonathan and Matthew",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"Disneyland Matterhorn, Jonathan and Matthew Playing with Friends, John Jr, Linda, Jonathan, and Matthew Swimming in Reed Ave. Backyard Pool, Hayward Family Christmas in Macomb, Illinois

Chapters:
00:01 Disneyland Views of Matterhorn
00:14 Jonathan and Matthew with Unknown Kids
00:43 John Linda Jonathan and Matthew at Reed Ave Backyard Pool
02:35 Christmas in Macomb with Josephine John Jr Jonathan and Matthew

People: John Hayward Jr, Linda Hayward, Jonathan Hayward, Matthew Hayward, Josephine Hayward

Years: Probably 1978, maybe 1979
Locations: Disneyland California, Reed Ave Home, Macomb Illinois

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-02_FROS",,1,,,,Published2
TBD,Batch D,SLD-03_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,"John Hayward Jr, Linda Hayward, Jonathan Hayward, Garfield Thompson",,Baby Jonathan Coming Home From Hospital With Linda and Garfield Thompson,,"00:01 Baby Jonathan Comes Home from Hospital with Linda and Garfield
01:33 John Paints Jonathans Crib
01:35 Linda Gives Jonathan Spongebath",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 Baby Jonathan Comes Home from Hospital with Linda and Garfield
01:33 John Paints Jonathans Crib
01:35 Linda Gives Jonathan Spongebath

People: John Hayward Jr, Linda Hayward, Jonathan Hayward, Garfield Thompson

Years: 
Locations: 

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-03_FROS",,,,,,Published2
TBD,Batch D,SLD-04_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,"John Hayward Jr, Linda Hayward, Jonathan Hayward, Matthew Hayward, Goldie","Macomb, Illinois","Jonathan Clown Costume,  John Jr, Linda, Jonathan, Matthew and Goldie Playing Outside",,"00:01 Jonathan in Clown Makeup
00:23 Linda Jonathan Matthew and Goldie Ice Cream in Back Yard Probably Macomb
00:58 John Jonathan Matthew Blow Bubbles in Front Yard
01:42 Jonathan and Matthew in Pedal Car",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 Jonathan in Clown Makeup
00:23 Linda Jonathan Matthew and Goldie Ice Cream in Back Yard Probably Macomb
00:58 John Jonathan Matthew Blow Bubbles in Front Yard
01:42 Jonathan and Matthew in Pedal Car

People: John Hayward Jr, Linda Hayward, Jonathan Hayward, Matthew Hayward, Goldie

Years: 
Locations: Macomb, Illinois

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-04_FROS",,,,,,Published2
TBD,Batch D,SLD-05_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,"John Hayward Jr, Linda Hayward, Ruth Hayward, Doug Thompson, James Hayward, Black Collie","Reedley, California, Philadelphia PA","Doug in Reedley, John Jr and James' Model T, Linda at Independence Hall in Philadelphia Around 1975",,"00:06 John Jr and Ruth Hayward Work on Car with Doug Thompson and Black Collie Dog in Reedley CA
00:30 Doug Thompson Plays with Black Collie Dog
00:57 James Hayward Plays with Black Collie Dog
01:26 John Jr and James Work on Ford Model A
02:38 John Jr and James Play with Black Collie Dog
02:49 Linda at Independence Hall in Philadelphia - Probably Pregnant with Jonathan 1975
03:11 Backyard Chickens",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:06 John Jr and Ruth Hayward Work on Car with Doug Thompson and Black Collie Dog in Reedley CA
00:30 Doug Thompson Plays with Black Collie Dog
00:57 James Hayward Plays with Black Collie Dog
01:26 John Jr and James Work on Ford Model A
02:38 John Jr and James Play with Black Collie Dog
02:49 Linda at Independence Hall in Philadelphia - Probably Pregnant with Jonathan 1975
03:11 Backyard Chickens

People: John Hayward Jr, Linda Hayward, Ruth Hayward, Doug Thompson, James Hayward, Black Collie

Years: 
Locations: Reedley, California, Philadelphia PA

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-05_FROS",,,,,,Published2
TBD,Batch D,SLD-06_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,"John Hayward Jr, Linda Hayward, Jonathan Hayward, John Hayward Sr",Grand Canyon,"Grand Canyon and Pools with John Jr, Linda, Jonathan, and John Sr",,"00:01 Jonathan in Inflatable Pool
00:46 Linda and Jonathan at Grand Canyon
01:18 John Linda and Jonathan Playing Frisbee
01:45 John Jr Linda and Jonathan at Hotel Pool with John Sr Hayward",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 Jonathan in Inflatable Pool
00:46 Linda and Jonathan at Grand Canyon
01:18 John Linda and Jonathan Playing Frisbee
01:45 John Jr Linda and Jonathan at Hotel Pool with John Sr Hayward

People: John Hayward Jr, Linda Hayward, Jonathan Hayward, John Hayward Sr

Years: 
Locations: Grand Canyon

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-06_FROS",,,,,,Published2
TBD,Batch D,SLD-07_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,Jonathan Hayward,"Pasadena, California","Baby Jonathan Plays in Crib and Rose Parade in Pasadena, California",,"00:01 Baby Jonathan At Home in Crib with Raggedy Ann Doll
00:43 Rose Parade in Pasadena CA",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 Baby Jonathan At Home in Crib with Raggedy Ann Doll
00:43 Rose Parade in Pasadena CA

People: Jonathan Hayward

Years: 
Locations: Pasadena, California

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-07_FROS",,,,,,Published2
TBD,Batch D,SLD-08_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,1977,"John Hayward Jr, Jonathan Hayward","Pasadena, California","1977 Rose Parade with John Jr and Jonathan in Pasadena, California",,00:01 1977 Rose Parade in Pasadena with John and Jonathan,Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 1977 Rose Parade in Pasadena with John and Jonathan

People: John Hayward Jr, Jonathan Hayward

Years: 1977
Locations: Pasadena, California

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-08_FROS",,,,,,Published2
TBD,Batch D,SLD-09_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,"Linda Hayward, Jonathan Hayward, Matthew Hayward, Paul Thompson",Paris France,"France Visit for John Jr, Linda, Jonathan, and Matthew meeting Doug and Linda Thompson and Paul Thompson",,"00:01 Jonathan and Matthew At Water Wheel
00:17 Jonathan and Matthew At Creek
00:34 Scenes of Paris Streets
00:58 Arc de Triomphe
01:22 Scenes of Paris Streets 2
01:30 Linda Jonathan and Matthew Hayward Play with Paul Thompson in France",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 Jonathan and Matthew At Water Wheel
00:17 Jonathan and Matthew At Creek
00:34 Scenes of Paris Streets
00:58 Arc de Triomphe
01:22 Scenes of Paris Streets 2
01:30 Linda Jonathan and Matthew Hayward Play with Paul Thompson in France

People: Linda Hayward, Jonathan Hayward, Matthew Hayward, Paul Thompson

Years: 
Locations: Paris France

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-09_FROS",,,,,,Published2
TBD,Batch D,SLD-10_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,"John Hayward Jr, Linda Hayward, Jonathan Hayward, Matthew Hayward","Luxembourg, France, Europe","Flights to Luxembourg and European Train with John Jr, Linda, Jonathan, and Matthew",,"00:01 Linda Jonathan and Matthew Flights to Luxembourg
01:21 Haywards Train from Luxembourg
02:18 Linda Jonathan and Matthew on Bridge in Europe
02:30 Haywards on Train in Europe
03:01 Linda Jonathan and Matthew in European Countryside",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 Linda Jonathan and Matthew Flights to Luxembourg
01:21 Haywards Train from Luxembourg
02:18 Linda Jonathan and Matthew on Bridge in Europe
02:30 Haywards on Train in Europe
03:01 Linda Jonathan and Matthew in European Countryside

People: John Hayward Jr, Linda Hayward, Jonathan Hayward, Matthew Hayward

Years: 
Locations: Luxembourg, France, Europe

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-10_FROS",,,,,,Published2
TBD,Batch D,SLD-11_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,"Linda Hayward, Jonathan Hayward, Matthew Hayward, Doug and Linda Thompson, Paul Thompson","France, Versailles France","Versailles Fountains with John Jr, Linda, Jonathan, Matthew Hayward; Doug, Linda and Paul Thompson",,"00:02 Jonathan and Matthew Play Soccer with Paul Thompson
01:11 Time Lapse of Bean Sprout
01:18 Linda Jonathan and Matthew Hayward along with Doug Paul and Linda Thompson Head to Versailles
02:17 Haywards and Thompsons at Versailles Fountains",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:02 Jonathan and Matthew Play Soccer with Paul Thompson
01:11 Time Lapse of Bean Sprout
01:18 Linda Jonathan and Matthew Hayward along with Doug Paul and Linda Thompson Head to Versailles
02:17 Haywards and Thompsons at Versailles Fountains

People: Linda Hayward, Jonathan Hayward, Matthew Hayward, Doug and Linda Thompson, Paul Thompson

Years: 
Locations: France, Versailles France

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-11_FROS",,,,,,Published2
TBD,Batch D,SLD-12_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,Christmas 1978,"John Hayward Jr, Linda Hayward, Jonathan Hayward, Garfield Thompson",,Jonathan Hayward Receives Lionel Train Set from Garfield Thompson in Christmas 1978,,"00:02 Jonathan Decorating Christmas Tree
00:14 Linda Helps Jonathan Open Lionel Train Set from Garfield Thompson Then John All Put It Together",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:02 Jonathan Decorating Christmas Tree
00:14 Linda Helps Jonathan Open Lionel Train Set from Garfield Thompson Then John All Put It Together

People: John Hayward Jr, Linda Hayward, Jonathan Hayward, Garfield Thompson

Years: Christmas 1978
Locations: 

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-12_FROS",,,,,,Published2
TBD,Batch D,SLD-13_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,1978,,"Disneyland, California","Disneyland 1978 Scenes - Peoplemover, Main Street, Mark Twain Riverboat, Davy Crockett's Canoes",,"00:01 Disneyland Peoplemover
00:09 Disneyland Central Hub
00:33 Disneyland Parade - Mickey's 50th Birthday 1978
01:45 Disneyland Mark Twain Riverboat
02:14 Disneyland Davy Crockett Canoes",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 Disneyland Peoplemover
00:09 Disneyland Central Hub
00:33 Disneyland Parade - Mickey's 50th Birthday 1978
01:45 Disneyland Mark Twain Riverboat
02:14 Disneyland Davy Crockett Canoes

People: 

Years: 1978
Locations: Disneyland, California

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-13_FROS",,1,,,,Published2
TBD,Batch D,SLD-14_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,"Linda Hayward, Jonathan Hayward, Garfield Thompson",,"Christmas in Macomb Garfield and Jonathan's Lionel Train; Linda, Jonathan and Goldie Playing in Snow",,"00:01 Jonathan Plays with Lionel Train Set with Garfield Thompson
01:06 Linda Jonathan and Goldie Play in the Snow",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 Jonathan Plays with Lionel Train Set with Garfield Thompson
01:06 Linda Jonathan and Goldie Play in the Snow

People: Linda Hayward, Jonathan Hayward, Garfield Thompson

Years: 
Locations: 

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-14_FROS",,,,,,Published2
TBD,Batch D,SLD-15_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,"John Hayward Jr, Linda Hayward, Jonathan Hayward, John Hayward Sr, Josephine Hayward, Joy Hayward, Phil Hofer, Mark Hayward, Ruth Hayward, James Hayward, Puppy",Reed Ave. Home Reedley CA,"Hayward Christmas at Reed Ave: John Sr. and Josephine Hayward, Children and Grandchild Jonathan",,"00:01 Hayward Family Christmas with John Sr and his kids, Phil Hofer, Linda and baby Jonathan
00:57 Baby Jonathan Meets Puppy Gets Snoopy Gift and Swings in Crib",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 Hayward Family Christmas with John Sr and his kids, Phil Hofer, Linda and baby Jonathan
00:57 Baby Jonathan Meets Puppy Gets Snoopy Gift and Swings in Crib

People: John Hayward Jr, Linda Hayward, Jonathan Hayward, John Hayward Sr, Josephine Hayward, Joy Hayward, Phil Hofer, Mark Hayward, Ruth Hayward, James Hayward, Puppy

Years: 
Locations: Reed Ave. Home Reedley CA

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-15_FROS",,,,,,Published2
TBD,Batch D,SLD-16_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,1976,"John Hayward Jr, Jonathan Hayward, Black Collie","SeaWorld San Diego California, Hume Lake Christian Camps California","SeaWorld San Diego Bicentennial, John Jr, Jonathan & Collie Reedley, Hume Lake Mud Tug of War Part 1",,"00:01 SeaWorld San Diego 1976 Bicentennial Show
01:43 Baby Jonathan at Beach
02:01 John Jr with Jonathan in Backpack Walking Black Collie
02:34 Hume Lake Campers Tug of War Into Mud Pit with John Jr Part 1",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:01 SeaWorld San Diego 1976 Bicentennial Show
01:43 Baby Jonathan at Beach
02:01 John Jr with Jonathan in Backpack Walking Black Collie
02:34 Hume Lake Campers Tug of War Into Mud Pit with John Jr Part 1

People: John Hayward Jr, Jonathan Hayward, Black Collie

Years: 1976
Locations: SeaWorld San Diego California, Hume Lake Christian Camps California

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-16_FROS",,,,,,Published2
TBD,Batch D,SLD-17_FROS,Super-8,4432x3080,TBD,TBD,TBD,TBD,,,,,,,,,,,,"John Hayward Jr, Linda Hayward, Jonathan Hayward",Hume Lake Christian Camps Hume California,Hume Lake Tug of War Into Mud Pit Part 2 and John Jr and Linda Playing with Baby Jonathan,,"00:02 Hume Lake Tug of War Into Mud Pit - John Jr Anchoring Left Team Part 2
01:33 John Jr Plays Airplane with Jonathan
02:06 Linda Does Exercises with Baby Jonathan",Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.,"

Chapters:
00:02 Hume Lake Tug of War Into Mud Pit - John Jr Anchoring Left Team Part 2
01:33 John Jr Plays Airplane with Jonathan
02:06 Linda Does Exercises with Baby Jonathan

People: John Hayward Jr, Linda Hayward, Jonathan Hayward

Years: 
Locations: Hume Lake Christian Camps Hume California

Technical Notes: Super-8 silent film at 18 frames per second film digitized by Movette Film Transfer in San Francisco using a Lasergraphics ScanStation at 4k resolution. Processed through Topaz Labs video tool in four passes: 1. Stabilize full frame with strength of 81 and rolling shutter correction; 2. Motion deblur with Themis model; 3. Starlight Mini; 4. Convert to 48fps with Chronos model.

File ID: SLD-17_FROS",,,,,,Published2
